cell,BACH2,BATF,BIRC5,CCR7,CD160,CDK1,CTLA4,CX3CR1,DNMT3A,EGR2,ENTPD1,GNLY,GZMB,GZMK,HAVCR2,IFNG,IKZF2,IL7R,KLRD1,KLRG1,LAG3,LEF1,MKI67,NKG7,NR4A1,NR4A2,NR4A3,PCNA,PDCD1,PRDM1,PRF1,SELL,SLAMF6,STMN1,TBX21,TCF7,TIGIT,TOP2A,TOX
ref_00688,3.731,3.731,3.062,3.731,3.731,3.062,3.731,3.731,3.731,3.731,5.907,3.731,4.129,6.481,4.129,3.731,3.731,3.062,3.062,3.731,6.417,3.062,4.129,3.062,3.731,6.274,3.062,3.731,6.947,3.731,3.731,3.731,3.731,3.731,3.062,3.731,6.776,3.731,6.844
ref_00689,3.872,3.872,3.872,4.154,4.154,3.872,4.154,4.154,3.872,3.872,6.538,3.872,4.154,6.796,3.872,4.374,3.872,3.477,3.872,4.154,6.538,3.872,3.872,3.477,3.477,6.309,3.477,3.477,6.831,3.872,3.477,3.477,4.154,3.872,3.872,4.154,6.604,4.154,6.28
ref_00690,4.082,3.685,3.685,3.685,3.685,3.685,3.685,4.082,4.082,4.082,6.146,4.082,3.685,6.335,4.082,4.082,3.685,4.082,4.082,4.082,6.705,3.685,3.685,3.685,3.685,6.434,4.082,4.082,6.464,3.685,4.365,3.685,4.082,3.016,3.685,4.365,6.859,4.082,6.838
ref_00691,3.601,3.998,3.601,3.998,3.998,3.998,3.601,3.601,3.998,3.601,6.284,3.998,3.998,6.409,3.998,3.998,3.601,3.998,3.601,3.998,6.493,3.998,3.998,3.601,3.601,6.215,3.601,4.281,6.889,3.601,3.601,3.998,3.998,3.998,3.998,3.601,6.814,4.281,6.284
ref_00692,3.517,3.912,3.912,3.517,4.195,3.912,4.195,3.912,3.912,4.195,6.938,3.912,3.517,6.23,4.195,3.912,4.195,3.517,4.195,3.912,6.624,3.912,3.517,4.195,3.517,5.974,3.912,4.195,7.112,3.517,3.912,4.415,3.912,3.912,4.195,3.517,6.746,3.912,6.379
ref_00693,3.96,3.564,3.564,3.96,3.96,3.96,3.96,3.96,2.899,3.96,6.31,3.564,3.564,5.936,3.564,3.564,3.96,3.564,3.96,3.96,6.399,4.243,4.243,3.96,3.96,6.176,3.96,3.96,6.715,3.96,3.564,3.96,3.96,3.96,3.564,3.96,6.735,3.564,6.775
ref_00694,3.911,3.515,3.911,3.515,3.911,3.515,3.911,3.911,3.515,3.911,6.482,3.911,3.515,6.643,3.515,2.851,3.911,3.515,3.515,3.515,6.685,3.911,3.515,3.911,3.515,5.791,3.911,3.515,6.195,3.515,3.515,3.911,3.911,3.515,3.911,3.515,6.685,3.911,6.6
ref_00695,3.601,4.281,3.601,4.281,3.998,3.998,3.601,3.998,4.281,3.998,6.141,3.998,3.998,6.732,4.281,3.998,3.998,3.601,3.998,3.998,6.814,3.998,2.935,3.601,4.281,6.061,3.998,3.601,6.493,3.601,3.601,3.601,3.998,3.601,3.601,3.601,6.215,3.601,6.753
ref_00696,4.266,3.37,3.37,4.046,3.37,4.046,4.046,4.046,4.046,3.37,6.308,3.764,3.764,6.282,3.37,3.37,4.046,4.266,4.266,3.37,6.308,4.266,3.764,4.266,4.046,6.614,3.764,4.046,6.494,4.046,3.37,3.764,4.046,4.046,4.046,4.046,6.848,4.046,6.556
ref_00697,3.797,3.797,4.195,3.797,3.797,3.797,3.797,3.797,3.797,3.797,6.128,3.797,3.126,6.302,3.126,3.797,3.126,3.797,3.797,3.797,6.128,3.797,3.797,3.797,3.126,5.792,3.797,3.126,6.579,3.797,3.797,4.195,3.797,3.797,3.126,3.126,6.341,3.797,6.796
ref_00698,3.712,3.043,3.712,3.712,3.043,3.712,3.712,3.712,3.712,4.109,6.174,3.712,3.712,6.254,4.109,3.043,3.712,3.712,3.043,3.712,6.684,4.109,4.109,4.109,3.712,6.174,3.712,3.712,6.907,3.712,3.712,3.712,3.712,3.712,3.712,3.712,6.733,3.712,6.291
ref_00699,3.651,4.331,3.651,4.048,4.048,3.651,3.651,3.651,4.048,3.651,5.768,3.651,3.651,6.622,3.651,4.048,3.651,3.651,3.651,4.048,6.694,4.048,3.651,3.651,4.048,6.025,4.048,3.651,6.845,4.048,4.048,3.651,3.651,2.984,3.651,3.651,6.368,4.331,6.335
ref_00700,4.094,3.812,4.094,3.418,4.094,3.812,3.812,4.094,4.094,3.418,6.277,3.418,4.094,6.564,3.812,4.094,3.418,3.812,3.812,4.094,6.644,4.314,4.314,3.812,3.812,6.681,3.812,3.418,6.7,3.812,4.094,4.094,3.418,3.812,4.094,3.812,6.584,4.314,7.049
ref_00701,3.882,3.882,3.487,3.882,3.487,2.824,3.487,3.882,3.882,3.487,6.636,4.165,3.882,6.024,4.165,3.882,3.882,3.882,4.165,3.487,6.891,3.487,3.882,3.882,3.882,5.944,3.882,3.487,6.526,4.165,3.487,3.882,3.487,4.165,3.487,3.487,6.376,3.487,6.983
ref_00702,3.608,4.005,3.608,4.005,3.608,3.608,4.005,4.005,4.005,4.005,6.578,4.288,3.608,6.257,3.608,4.005,4.005,2.942,4.005,3.608,6.673,4.005,3.608,2.942,3.608,5.935,3.608,3.608,6.355,3.608,3.608,4.005,4.005,4.005,4.005,2.942,6.222,4.005,6.821
ref_00703,3.69,3.69,4.088,3.022,3.022,3.022,4.088,3.69,4.088,3.69,6.734,4.088,3.69,6.47,4.088,3.69,3.69,3.022,3.69,3.69,6.152,4.088,4.088,3.022,3.022,6.375,3.69,3.69,5.97,3.69,4.088,3.69,4.088,3.69,4.088,3.69,6.5,3.69,6.5
ref_00704,3.962,3.962,3.566,3.962,3.566,4.465,3.566,4.245,3.566,3.566,6.456,4.245,4.245,6.065,3.962,3.962,3.962,3.962,3.962,3.962,6.777,3.566,3.566,4.245,3.566,6.583,3.566,4.245,6.429,3.566,3.962,3.962,4.245,4.245,3.566,3.962,6.922,4.245,6.695
ref_00705,4.133,3.85,4.133,3.85,3.85,4.133,3.85,4.353,4.133,3.85,6.288,4.133,4.133,6.134,4.133,3.85,4.133,4.133,4.133,4.133,6.874,4.133,4.133,3.85,3.456,6.166,3.85,4.133,6.663,3.85,3.456,3.456,3.85,3.85,3.85,4.133,6.874,3.456,7.126
ref_00706,3.18,3.852,3.852,3.852,4.25,3.852,4.25,3.852,4.25,3.852,6.471,3.852,4.25,6.749,3.852,3.18,3.852,3.852,3.18,3.852,6.54,4.25,4.25,3.852,3.18,5.973,3.18,3.852,6.435,3.852,3.852,3.852,3.18,3.852,3.852,3.852,6.506,3.852,6.54
ref_00707,4.143,3.745,3.745,3.745,4.143,4.143,4.143,3.745,3.745,3.745,6.166,3.745,4.143,6.326,3.745,3.745,3.745,3.745,4.143,3.745,6.667,3.745,4.143,3.745,4.143,6.249,3.745,3.745,6.693,3.076,3.745,3.745,3.745,3.745,3.745,3.745,6.326,4.143,6.693
ref_00708,3.942,4.445,3.546,3.942,4.224,3.546,3.546,3.546,3.546,3.942,6.653,4.224,3.942,6.084,3.546,4.445,3.546,3.942,4.224,3.942,6.489,3.942,3.546,3.942,3.546,6.696,3.942,4.224,6.158,3.942,3.546,3.546,3.942,3.546,3.546,3.942,6.631,3.942,6.832
ref_00709,3.263,3.937,3.263,3.937,3.937,3.263,3.263,3.937,3.263,3.937,6.521,3.937,3.937,6.444,3.937,4.336,3.937,3.937,3.937,3.263,6.558,3.937,3.937,3.937,4.336,6.17,4.336,3.937,6.059,3.937,3.937,3.937,3.263,3.937,3.937,3.263,5.935,3.263,6.78
ref_00710,3.18,3.18,3.852,3.852,3.852,3.852,3.852,3.18,3.852,3.18,6.084,3.18,3.852,5.913,3.852,3.18,3.852,3.18,3.852,3.852,6.358,3.852,3.852,3.18,3.852,6.435,3.852,3.852,6.876,3.852,3.18,3.852,3.852,3.852,3.852,3.852,6.54,3.852,6.397
ref_00711,3.704,3.035,3.704,3.035,3.704,3.704,4.101,3.035,3.704,4.101,5.822,3.704,3.704,6.355,3.704,3.704,3.035,3.704,3.704,3.704,6.207,3.704,3.704,3.704,3.704,6.355,3.704,3.704,6.543,3.704,3.035,3.704,3.704,3.704,4.101,3.704,6.166,3.035,6.283
ref_00712,3.737,3.737,3.737,3.737,3.737,3.068,3.068,4.135,3.737,3.737,6.113,3.737,3.737,6.2,3.737,3.068,4.135,3.737,3.068,3.737,6.158,3.737,3.068,3.737,3.737,6.2,3.737,3.737,6.423,3.737,3.737,3.737,3.737,3.068,3.737,3.068,6.423,3.737,6.871
ref_00713,3.957,3.561,4.24,4.24,3.561,3.561,3.561,3.957,2.896,3.561,6.06,3.957,3.561,6.137,3.957,3.957,3.561,4.24,3.561,2.896,6.669,3.561,3.561,3.957,3.957,6.208,3.957,3.957,6.752,3.957,3.561,3.957,3.561,3.957,3.957,3.957,6.752,3.561,6.865
ref_00714,4.221,3.938,4.441,3.938,4.221,3.543,3.543,3.938,4.221,3.938,6.864,4.221,3.938,5.867,4.221,3.938,3.543,3.938,4.221,3.543,6.51,3.938,3.543,3.938,4.221,6.001,3.543,3.938,6.932,3.938,4.221,3.938,3.543,3.938,4.221,3.938,6.882,3.543,6.223
ref_00715,3.861,4.143,4.143,4.143,3.466,3.861,3.466,4.363,4.143,4.363,6.593,3.861,3.861,6.406,3.861,3.466,3.861,3.466,3.861,4.363,6.731,3.861,4.363,3.861,3.861,5.922,3.861,3.861,6.901,4.143,3.861,3.466,3.861,3.861,3.861,3.466,6.406,3.861,6.634
ref_00716,4.065,3.668,3.0,4.065,3.668,3.668,3.668,4.065,4.065,3.0,6.17,3.668,4.065,6.416,3.668,3.668,4.065,3.668,3.668,3.668,6.821,4.065,4.065,4.065,4.065,5.996,4.065,3.668,6.506,3.0,4.065,4.065,3.668,3.668,3.668,3.668,6.416,3.0,6.614
ref_00717,3.955,3.955,3.559,4.238,3.559,3.559,3.955,3.955,3.559,3.559,6.135,4.238,3.955,5.836,3.559,3.559,3.559,4.238,3.955,3.559,6.058,3.955,3.955,3.559,3.559,6.6,3.955,3.559,6.576,3.955,3.955,3.955,3.955,4.238,3.559,3.559,6.365,3.559,7.128
ref_00718,3.801,3.13,3.13,3.801,3.13,3.801,3.13,3.801,3.801,3.801,6.383,3.13,3.801,5.797,3.801,3.801,3.13,3.13,3.801,4.199,6.032,3.801,3.801,3.801,3.801,6.179,3.801,4.199,6.642,3.801,3.13,3.13,3.13,3.801,3.801,3.13,6.584,3.13,6.179
ref_00719,3.615,4.295,4.012,3.615,4.012,3.615,3.615,3.615,3.615,4.012,5.942,4.012,4.515,6.767,4.012,3.615,3.615,4.295,3.615,4.012,6.746,4.012,4.012,3.615,4.012,6.033,4.295,4.012,6.56,4.012,4.012,4.295,4.012,4.012,3.615,4.295,6.61,4.012,6.866
ref_00720,4.163,3.881,3.881,4.163,3.881,3.486,3.486,4.163,3.881,3.881,6.401,3.881,3.486,6.524,2.823,3.881,3.881,4.163,3.486,4.163,6.57,3.486,4.163,3.881,3.881,6.26,3.881,4.163,7.025,3.486,3.486,3.486,3.881,4.163,4.163,4.163,6.695,3.486,6.197
ref_00721,3.778,3.108,3.778,3.778,3.778,3.108,3.108,3.108,3.108,3.778,6.06,3.778,3.108,5.898,4.176,3.778,3.778,3.108,3.778,3.108,6.701,4.176,3.778,3.778,3.778,6.009,3.108,3.778,6.497,3.778,3.778,3.108,3.108,3.778,3.108,3.778,6.752,3.778,6.359
ref_00722,3.858,4.14,3.858,4.14,3.463,3.858,4.14,3.463,3.858,3.463,6.266,3.858,4.14,6.206,4.14,3.463,3.463,4.14,4.14,4.14,6.403,4.14,3.463,3.858,4.36,6.477,4.14,3.858,6.69,3.858,3.463,3.463,3.858,3.858,4.14,4.14,6.71,3.858,7.133
ref_00723,4.365,3.467,3.862,3.862,3.862,3.467,3.467,3.862,4.365,4.145,6.3,3.862,4.145,5.964,3.862,3.862,3.467,4.145,4.145,3.862,6.21,4.145,3.862,3.862,4.145,6.594,3.467,3.467,6.21,4.145,3.862,3.862,3.862,3.862,3.862,3.467,6.978,3.467,7.174
ref_00724,3.927,3.927,4.326,3.253,3.927,3.927,3.927,3.927,3.927,3.927,6.351,3.253,4.326,6.26,3.927,3.253,3.253,3.927,3.927,3.927,6.307,3.927,3.927,3.927,4.326,6.26,3.927,3.927,6.212,3.927,3.927,3.927,3.927,3.253,3.927,3.927,6.16,3.927,6.548
ref_00725,3.739,3.07,3.07,3.739,3.07,3.739,3.739,3.739,3.739,3.07,5.798,4.137,3.739,6.458,3.739,3.07,3.739,3.07,3.739,3.739,6.761,3.739,4.137,3.07,3.739,5.798,3.739,3.739,6.16,4.137,3.739,3.739,3.07,3.07,3.739,3.739,6.52,3.739,6.579
ref_00726,3.549,3.945,3.549,3.945,3.549,3.945,2.884,3.945,3.549,3.549,6.263,3.549,3.549,6.612,3.945,3.549,3.945,3.945,3.945,3.549,6.779,3.945,3.945,3.945,3.945,6.517,3.549,3.945,6.412,3.549,3.945,3.549,2.884,3.549,3.945,2.884,6.612,3.549,6.72
ref_00727,3.938,3.543,3.543,3.543,3.543,4.221,3.938,3.938,3.938,3.938,6.377,3.938,4.221,6.041,3.543,3.543,4.221,3.543,3.543,3.938,6.864,4.221,3.543,3.543,3.938,6.583,4.221,4.221,6.405,3.938,3.938,3.938,3.543,3.543,4.221,3.938,6.792,4.221,6.915
ref_00728,3.852,3.457,4.134,3.852,3.457,4.134,3.852,3.852,3.457,4.134,6.844,4.134,4.134,5.992,3.852,3.457,3.852,3.457,3.457,4.134,6.625,4.134,4.354,3.457,3.852,6.495,4.354,4.134,6.922,4.134,3.852,3.457,3.457,3.457,3.852,3.457,6.135,3.457,6.922
ref_00729,3.076,3.745,3.745,3.745,4.143,4.143,3.076,3.745,3.745,3.745,6.362,3.745,3.745,6.288,3.745,3.076,3.076,3.745,3.745,4.143,6.075,3.745,3.745,3.745,3.076,5.517,3.745,3.745,6.121,3.745,3.745,3.076,4.143,3.745,3.745,3.745,6.767,3.745,6.814
ref_00730,3.943,4.226,3.943,4.226,3.943,3.548,3.943,3.943,3.548,3.548,6.006,3.548,3.943,6.194,3.548,3.943,3.943,3.548,4.226,3.548,6.54,3.943,3.943,3.943,3.943,6.698,3.548,3.943,7.06,3.943,3.548,3.943,3.548,3.943,3.548,3.943,6.852,3.943,6.323
ref_00731,3.853,4.136,4.136,3.853,3.458,3.853,4.136,4.136,3.458,3.853,6.939,3.853,4.136,6.232,4.136,3.458,3.853,4.136,3.458,3.853,6.399,4.356,4.136,3.458,3.458,6.319,4.136,4.136,6.778,4.136,3.853,4.136,3.853,3.853,3.853,3.458,6.346,3.458,7.091
ref_00732,3.795,4.077,4.077,4.077,3.401,3.795,3.795,4.077,3.401,4.077,6.077,3.401,3.795,6.482,3.401,3.795,4.077,3.795,3.795,4.077,6.752,4.077,4.077,3.401,3.795,6.389,3.401,4.297,7.057,4.297,3.795,3.795,3.401,3.795,4.077,4.077,6.849,3.401,6.951
ref_00733,4.27,3.987,3.987,4.27,3.987,3.591,3.987,4.27,3.987,4.27,6.368,3.591,4.27,6.306,4.27,3.987,3.591,4.27,3.591,3.987,6.783,4.27,3.987,3.987,3.591,6.509,4.27,4.491,6.535,4.27,4.27,3.987,3.987,3.591,4.27,4.27,6.204,3.591,6.427
ref_00734,3.952,3.952,3.952,3.556,3.556,3.556,4.235,3.556,4.235,3.556,6.391,3.556,3.952,6.664,3.556,3.556,3.556,3.556,3.952,4.235,6.596,3.556,3.952,3.952,2.891,6.747,3.556,3.952,6.619,3.556,3.952,4.235,3.556,3.952,3.556,3.556,6.549,3.952,6.391
ref_00735,3.49,3.886,4.168,3.49,3.886,4.168,3.49,3.49,3.49,3.886,6.323,3.886,3.49,6.265,2.827,3.886,3.886,3.49,3.49,3.886,6.552,3.49,3.886,3.49,3.886,6.481,2.827,3.49,6.91,4.168,3.886,3.886,3.49,3.886,3.49,4.168,6.596,3.49,6.379
ref_00736,3.782,3.782,3.782,3.112,4.18,3.112,3.782,3.112,3.112,3.782,6.502,3.112,3.112,6.326,3.782,3.112,4.18,3.782,3.782,3.112,6.435,3.782,3.782,3.782,3.782,6.364,3.782,4.18,6.594,3.782,3.782,3.782,3.112,3.782,3.782,3.112,6.756,3.112,6.469
ref_00737,4.179,3.897,3.897,3.897,3.897,3.501,3.897,3.501,3.897,3.897,6.245,3.501,4.179,6.786,4.179,3.897,3.897,4.179,3.501,3.501,6.804,3.501,4.399,3.897,3.501,6.038,3.501,4.179,6.804,4.179,3.897,3.501,4.179,3.897,3.897,3.897,6.607,3.897,6.492
ref_00738,3.903,3.507,3.507,4.185,4.185,3.507,4.185,4.185,4.185,3.903,6.656,3.903,4.185,6.546,4.185,3.507,3.903,3.507,3.507,3.507,6.792,3.507,3.507,3.507,4.185,6.153,3.507,3.903,6.774,4.406,3.903,3.903,3.507,3.903,4.185,4.185,6.282,4.185,6.635
ref_00739,3.793,3.122,3.122,3.793,3.793,3.793,4.191,4.191,3.793,3.793,6.48,4.191,3.793,6.575,4.191,4.191,4.191,3.793,3.122,3.122,6.214,3.793,3.793,3.793,3.793,6.075,3.122,3.793,6.928,3.793,3.793,3.793,3.793,3.793,3.793,3.793,6.575,3.793,6.575
ref_00740,3.76,3.76,4.042,4.042,4.042,3.76,4.262,4.042,3.366,3.366,6.7,4.262,4.042,6.571,4.262,4.262,4.042,3.76,4.042,4.262,6.137,3.76,3.76,3.76,4.042,5.86,3.366,3.366,6.329,3.366,3.366,4.262,3.76,4.262,3.76,4.042,6.983,3.76,6.665
ref_00741,3.677,3.677,3.677,4.074,3.009,4.074,4.074,3.677,3.677,4.358,6.005,3.677,3.677,6.571,4.074,3.009,4.074,4.358,4.074,3.677,6.361,4.074,4.074,3.677,3.677,6.292,4.074,3.677,6.486,3.677,4.074,4.074,4.074,4.358,3.677,4.074,6.571,4.074,6.788
ref_00742,4.245,3.566,3.962,3.566,3.566,3.566,3.566,2.9,4.245,3.566,6.559,3.962,3.566,6.456,3.566,3.962,3.962,3.962,3.566,3.962,6.311,3.962,3.962,3.566,3.566,6.247,3.962,3.566,6.401,3.962,3.962,3.962,3.962,3.962,4.245,3.566,6.559,3.566,7.034
ref_00743,4.179,3.897,3.897,4.179,3.897,3.897,4.179,3.897,3.897,4.179,6.39,4.179,4.399,5.871,3.897,3.897,3.501,3.897,4.179,4.179,6.786,4.179,3.897,3.501,3.501,6.585,3.897,3.897,6.417,4.179,3.897,3.897,4.179,4.179,4.399,4.399,6.749,3.897,7.209
ref_00744,3.766,3.095,4.163,3.766,3.766,3.766,3.766,3.766,3.095,3.095,6.27,3.095,3.766,6.187,3.095,3.766,3.766,3.095,3.766,3.766,6.688,4.163,4.163,3.766,3.766,6.142,3.766,3.766,6.661,3.766,3.766,3.766,3.766,4.163,3.766,3.766,5.942,3.766,6.577
ref_00745,3.651,3.651,3.651,4.331,3.651,3.651,4.048,3.651,3.651,4.048,6.489,3.651,4.048,6.43,3.651,4.048,4.048,3.651,4.331,3.651,6.489,3.651,3.651,3.651,3.651,6.368,4.048,3.651,7.076,3.651,3.651,4.048,3.651,3.651,3.651,4.331,6.884,3.651,6.544
ref_00746,3.737,3.737,3.737,3.737,3.068,3.068,4.135,4.135,3.737,3.737,6.018,3.737,3.737,6.318,4.135,3.737,3.737,3.737,3.737,3.737,6.71,3.068,3.737,3.737,3.068,6.354,3.737,3.737,6.828,3.737,3.737,3.737,3.737,3.737,3.737,3.737,6.735,3.068,6.577
ref_00747,3.544,3.94,3.94,3.544,3.544,2.88,4.223,3.94,3.94,3.544,6.607,3.94,3.94,6.32,4.443,3.94,4.223,3.94,4.223,3.94,6.461,4.223,3.94,3.544,4.223,5.916,3.94,4.223,6.607,3.94,3.94,3.94,3.544,4.223,3.94,3.94,6.461,3.94,7.205
ref_00748,3.967,3.571,3.967,4.25,3.967,3.571,3.967,3.967,3.571,4.25,6.406,3.967,3.967,6.347,3.571,4.25,3.571,3.571,4.25,3.967,6.347,4.25,4.25,3.967,4.25,6.218,3.571,4.25,6.539,3.967,3.967,3.571,3.571,3.571,3.967,3.571,6.762,3.967,7.113
ref_00749,3.979,4.262,3.979,3.979,3.979,3.979,3.979,4.262,3.583,4.262,6.647,3.583,3.583,5.86,3.583,4.262,3.979,3.979,4.262,3.583,6.418,3.979,4.262,3.583,3.979,6.446,3.979,4.262,6.754,3.583,3.979,4.262,3.979,3.583,3.979,3.979,6.446,3.583,6.833
ref_00750,3.12,3.791,3.791,3.12,3.791,4.189,3.791,3.12,3.12,3.791,6.121,3.791,3.791,6.212,3.12,4.189,4.189,3.791,3.791,3.791,6.073,4.189,3.791,3.791,3.791,6.66,3.791,4.189,6.714,3.12,3.12,3.791,3.791,3.12,3.12,4.189,6.687,4.189,6.073
ref_00751,3.887,4.17,4.17,4.17,3.492,3.492,4.17,3.492,3.887,3.492,6.598,3.887,3.492,6.066,3.492,3.887,3.887,3.887,4.39,3.887,6.846,3.492,3.887,4.17,3.887,6.235,4.17,4.17,7.151,3.887,3.887,3.492,3.887,4.17,4.17,4.17,6.661,3.492,6.296
ref_00752,3.093,3.764,3.764,3.764,3.764,3.764,3.093,3.764,3.764,3.093,6.045,3.093,3.764,6.416,3.764,3.093,3.764,3.093,3.093,3.764,6.381,3.093,3.093,3.093,3.093,6.45,3.764,3.764,6.14,3.764,3.093,3.764,3.764,3.093,3.764,3.764,6.345,3.764,6.659
ref_00753,3.593,3.593,3.593,3.989,3.989,3.593,3.593,4.272,3.593,3.593,6.052,2.927,3.989,5.765,3.989,3.593,4.272,3.989,3.593,3.593,6.484,3.593,3.593,3.989,3.989,6.511,3.989,3.593,6.702,3.989,3.989,3.593,3.989,3.989,3.593,3.593,6.68,3.593,6.634
ref_00754,3.712,4.109,3.712,4.109,3.712,3.712,3.712,3.712,4.392,4.109,6.254,3.712,4.109,6.551,3.712,3.712,3.712,4.392,3.712,4.109,6.131,3.712,3.712,4.109,4.109,6.328,3.712,3.712,6.397,3.712,3.712,3.712,3.043,3.712,3.712,3.712,6.866,3.712,6.579
ref_00755,4.089,3.692,3.024,4.089,3.692,3.692,4.089,3.692,3.692,4.089,6.195,3.024,3.692,6.441,3.692,3.692,3.692,3.692,4.089,3.692,6.559,4.089,3.692,3.024,3.692,6.377,3.692,4.089,6.887,3.692,3.692,3.692,4.089,4.089,3.692,4.089,6.272,3.692,6.613
ref_00756,4.001,4.001,3.605,3.605,4.001,3.605,3.605,4.001,3.605,3.605,6.412,4.001,3.605,6.065,3.605,2.939,3.605,4.001,4.001,4.001,6.218,3.605,4.001,2.939,3.605,6.065,4.001,4.284,6.996,3.605,2.939,2.939,4.001,3.605,3.605,4.001,6.928,4.001,7.075
ref_00757,4.035,4.035,3.639,4.318,3.639,4.035,4.035,4.035,4.035,3.639,6.288,4.539,3.639,6.14,4.318,4.035,4.035,4.035,3.639,3.639,6.354,3.639,3.639,4.035,4.035,6.927,3.639,4.035,7.078,3.639,4.318,4.035,4.035,4.035,4.035,3.639,6.584,4.318,6.386
ref_00758,3.831,4.333,3.831,3.831,3.831,3.436,4.113,3.831,4.113,3.436,6.239,4.113,3.436,6.789,3.831,3.831,3.831,4.333,4.113,4.113,6.562,3.831,3.831,4.113,3.436,6.45,3.831,4.113,6.624,4.113,4.113,3.436,3.831,3.831,3.831,4.113,6.663,4.113,6.916
ref_00759,3.66,4.057,4.057,4.057,4.057,3.66,3.66,3.66,4.057,4.057,6.31,4.057,4.057,6.239,4.057,2.993,4.341,3.66,3.66,3.66,6.793,3.66,4.057,3.66,4.057,6.201,4.057,3.66,6.606,4.057,3.66,4.057,4.057,4.057,4.057,2.993,6.121,4.341,7.036
ref_00760,4.265,3.982,3.586,3.982,3.586,3.586,3.982,3.586,3.982,4.265,6.045,3.982,3.586,6.45,3.982,3.982,3.982,3.982,4.265,3.982,6.393,3.982,2.92,3.982,3.982,6.53,4.265,4.265,6.199,4.265,3.982,3.586,3.586,3.586,3.586,3.982,6.943,3.982,6.993
ref_00761,3.975,3.579,4.258,3.579,3.579,3.975,3.579,3.579,4.258,2.914,6.227,3.975,3.975,6.751,3.975,3.975,3.975,4.258,3.975,3.579,6.415,3.579,3.579,3.579,3.975,6.156,3.975,3.579,6.986,3.579,2.914,3.579,4.258,3.975,3.975,3.975,6.919,3.579,7.002
ref_00762,3.784,3.114,3.114,3.784,4.182,3.114,3.784,3.114,3.784,3.784,6.366,3.114,3.784,6.206,3.784,3.784,3.114,3.784,3.784,3.114,6.807,3.114,3.784,3.114,3.784,6.289,3.114,3.114,6.566,3.784,3.784,3.784,3.114,4.182,4.182,3.784,5.904,3.114,6.68
ref_00763,3.548,3.943,3.548,3.943,3.943,3.548,3.943,3.548,3.548,3.943,6.516,4.226,3.943,5.872,3.548,3.943,3.943,3.548,4.226,3.548,6.006,3.943,3.943,2.883,3.943,5.719,3.943,3.548,6.738,3.943,3.943,3.548,3.548,2.883,3.943,3.548,6.323,3.548,6.54
ref_00764,3.728,3.334,4.01,3.728,3.728,4.01,3.334,4.01,3.728,4.229,6.344,4.01,3.728,6.435,3.334,4.01,4.01,4.01,3.728,4.01,6.897,3.728,4.01,4.01,3.728,6.391,3.728,3.728,7.025,4.01,3.334,4.01,3.728,3.728,3.334,3.334,6.478,3.334,6.684
ref_00765,4.243,3.564,3.96,3.564,3.96,3.96,3.564,3.564,3.564,3.96,6.34,3.564,3.564,5.936,4.243,3.564,4.243,3.564,3.96,3.564,6.102,3.96,3.564,3.96,4.243,5.936,3.96,3.96,6.605,4.243,3.564,4.243,4.243,4.243,3.96,3.564,6.427,3.96,6.886
ref_00766,3.749,3.749,3.749,3.749,3.079,3.749,3.749,3.079,3.079,3.749,5.808,3.079,4.147,5.925,3.079,3.749,3.749,3.749,3.749,3.749,6.401,3.749,4.147,3.749,3.749,6.212,3.749,3.749,6.747,3.079,3.749,3.079,3.749,3.749,3.749,3.079,5.979,3.749,6.5
ref_00767,3.996,3.996,3.6,3.996,3.6,2.934,3.996,3.996,3.6,3.996,6.213,2.934,3.996,6.594,3.6,3.996,3.996,3.6,3.6,3.6,6.213,4.279,3.996,3.996,3.996,6.1,3.6,3.996,6.957,3.6,3.6,3.996,3.6,3.6,3.996,3.6,6.346,3.996,6.315
ref_00768,3.891,3.891,3.891,3.891,3.218,3.891,3.218,3.891,3.891,3.891,6.398,3.891,3.218,6.175,3.218,3.218,3.218,3.218,3.891,3.218,6.58,3.891,4.29,3.218,3.891,5.579,3.891,3.891,6.867,3.891,3.891,4.29,3.891,3.218,3.891,3.891,6.437,3.218,6.175
ref_00769,3.622,4.019,4.019,3.622,3.622,4.019,4.019,3.622,4.019,4.019,6.271,4.302,4.019,5.996,3.622,3.622,3.622,4.019,3.622,3.622,6.162,4.019,3.622,3.622,3.622,6.271,4.019,3.622,6.2,4.019,2.956,3.622,3.622,3.622,4.019,3.622,5.996,3.622,6.911
ref_00770,3.729,3.729,3.729,4.127,3.729,3.729,3.729,3.729,4.127,4.127,6.01,4.127,4.127,5.959,3.729,3.06,3.06,4.127,3.729,4.127,6.569,3.729,3.729,3.729,3.729,6.479,3.729,3.729,6.751,4.127,4.127,3.729,3.729,3.06,3.729,3.729,6.597,3.06,6.651
ref_00771,3.162,3.162,3.834,3.162,3.162,3.162,3.834,3.834,3.834,3.162,6.704,3.834,3.834,6.522,3.834,3.162,3.162,3.834,3.834,4.232,6.784,4.232,4.232,3.834,3.834,6.117,4.232,4.232,6.617,3.162,3.162,3.162,3.834,3.834,3.834,3.834,5.894,3.162,6.731
ref_00772,4.084,3.687,3.687,4.084,3.687,3.687,4.084,3.687,4.084,4.367,6.58,3.687,4.084,6.189,3.687,3.687,4.084,4.084,4.367,4.084,6.337,4.084,3.687,4.084,3.687,6.607,3.687,3.687,6.525,3.687,4.367,4.084,4.084,4.367,3.687,3.018,6.061,4.084,6.819
